zonas,areas_quartos,enderecos,precos
oeste,55 m² construídos2 quartos,"Rua M.m.d.c, Butantã, São Paulo Zona Oeste, São Paulo",2.900
oeste,94 m² construídos2 quartos,"Rua Itapicuru, Perdizes, São Paulo Zona Oeste, São Paulo",3.170
oeste,45 m² construídos2 quartos,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2.100
oeste,120 m² construídos1 quarto,"Rua Diogo Ortiz, Lapa, São Paulo Zona Oeste, São Paulo",3.600
oeste,110 m² construídos3 quartos,"Avenida Pedroso De Morais, Pinheiros, São Paulo Zona Oeste, São Paulo",2.800
oeste,70 m² construídos2 quartos,"Rua Santa Francisca, Vila Jaguara, São Paulo Zona Oeste, São Paulo",1.700
oeste,25 m² construídos1 quarto,"Avenida Junta Mizumoto, Jardim Peri Peri, São Paulo Zona Oeste, São Paulo",1.270
oeste,56 m² construídos2 quartos,"Rua Edward Joseph, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.200
oeste,140 m² construídos2 quartos,"Avenida Presidente Altino, Jaguaré, São Paulo Zona Oeste, São Paulo",2.000
oeste,70 m² construídos2 quartos,"Rua Mário, Vila Romana, São Paulo Zona Oeste, São Paulo",1.850
oeste,29 m² construídos1 quarto,"Rua Caminho Do Engenho, Butantã, São Paulo Zona Oeste, São Paulo",1.750
oeste,70 m² construídos2 quartos,"Rua Doutor Laérte Setúbal, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.200
oeste,70 m² construídos3 quartos,"Rua Quitanduba, Caxingui, São Paulo Zona Oeste, São Paulo",1.800
oeste,54 m² construídos2 quartos,"Rua Benedito Fáber, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1.673
oeste,55 m² construídos2 quartos,"Rua Bazílio Da Silva, Jardim Monte Alegre, São Paulo Zona Oeste, São Paulo",1.350
oeste,34 m² construídos2 quartos,"Rua Hassib Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.720
oeste,28 m² construídos1 quarto,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",2.525
oeste,55 m² construídos2 quartos,"Rua Dom João V, Lapa, São Paulo Zona Oeste, São Paulo",2.240
oeste,39 m² construídos1 quarto,"Rua Sebastião Gil, Pinheiros, São Paulo Zona Oeste, São Paulo",5.000
oeste,56 m² construídos2 quartos,"Rua Benedito Fáber, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",2.200
oeste,100 m² construídos2 quartos,"Rua Giácomo Carissimi, Vila Adalgisa, São Paulo Zona Oeste, São Paulo",1.200
oeste,50 m² construídos2 quartos,"Rua Carneiro Da Silva, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.800
oeste,35 m² construídos1 quarto,"Rua Xavier Krauss, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.700
oeste,76 m² construídos1 quarto,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",1.500
oeste,98 m² construídos2 quartos,"Rua Itambé, Higienópolis, São Paulo Zona Oeste, São Paulo",4.000
oeste,33 m² construídos1 quarto,"Avenida Doutor Guilherme Dumont Vilares, Jardim Londrina, São Paulo Zona Oeste, São Paulo",1.300
oeste,60 m² construídos2 quartos,"Avenida Doutor João Guimarães, Jardim Taboão, São Paulo Zona Oeste, São Paulo",1.191
leste,30 m² construídos2 quartos,"Rua Conceição Dos Ouros, Parque Boturussu, São Paulo Zona Leste, São Paulo",676
leste,65 m² construídos2 quartos,"Avenida Manoel Dos Santos Braga, Vila Robertina, São Paulo Zona Leste, São Paulo",900
leste,48 m² construídos2 quartos,"Rua Esquivel Navarro, Conjunto Habitacional Teotonio Vilela, São Paulo Zona Leste, São Paulo",875
leste,65 m² construídos2 quartos,"Rua João Francisco Bellegarde, Vila Araguaia, São Paulo Zona Leste, São Paulo",900
leste,100 m² construídos2 quartos,"Rua Francisco Amatte, Vila Ré, São Paulo Zona Leste, São Paulo",1.150
leste,46 m² construídos2 quartos,"Rua Maracanã-guaçu, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",1.236
leste,47 m² construídos2 quartos,"Rua Carlos Bigatti, Jardim Castelo, São Paulo Zona Leste, São Paulo",1.210
leste,50 m² construídos1 quarto,"Rua Santo Perussi, Vila Carrão, São Paulo Zona Leste, São Paulo",870
leste,60 m² construídos2 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.372
leste,31 m² construídos1 quarto,"Rua Dona Maria De Camargo, Itaquera, São Paulo Zona Leste, São Paulo",650
leste,85 m² construídos2 quartos,"Rua Templários, Vila Formosa, São Paulo Zona Leste, São Paulo",3.200
leste,49 m² construídos2 quartos,"Avenida Vereador Emílio Meneghini, Vila Formosa, São Paulo Zona Leste, São Paulo",1.300
leste,50 m² construídos2 quartos,"Rua Dianópolis, Parque Da Mooca, São Paulo Zona Leste, São Paulo",2.193
leste,75 m² construídos2 quartos,"Rua Subragi, Itaquera, São Paulo Zona Leste, São Paulo",950
leste,38 m² construídos1 quarto,"Avenida Hermilo Alves, Vila Ré, São Paulo Zona Leste, São Paulo",990
leste,54 m² construídos2 quartos,"Avenida Conselheiro Carrão, Vila Carrão, São Paulo Zona Leste, São Paulo",1.356
leste,68 m² construídos2 quartos,"Avenida Doutor Eduardo Cotching, Vila Formosa, São Paulo Zona Leste, São Paulo",1.350
leste,60 m² construídos2 quartos,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1.450
leste,34 m² construídos1 quarto,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",1.500
leste,40 m² construídos1 quarto,"Rua França Carvalho, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.250
leste,60 m² construídos1 quarto,"Rua Luis Pinto, Vila Carrão, São Paulo Zona Leste, São Paulo",1.000
leste,57 m² construídos2 quartos,"Rua Ponte Serrada, Itaquera, São Paulo Zona Leste, São Paulo",1.120
leste,59 m² construídos2 quartos,"Rua Jacaraípe, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.000
leste,52 m² construídos2 quartos,"Rua Professor Brito Machado, Itaquera, São Paulo Zona Leste, São Paulo",1.800
leste,40 m² construídos1 quarto,"Rua Visconde De Inhomerim, Moóca, São Paulo Zona Leste, São Paulo",1.500
leste,30 m² construídos1 quarto,"Rua Cândido Vale, Tatuapé, São Paulo Zona Leste, São Paulo",1.900
leste,94 m² construídos2 quartos,"Rua Ibitinga, Vila Bertioga, São Paulo Zona Leste, São Paulo",2.000
leste,200 m² construídos3 quartos,"Rua Itapeti, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",7.000
leste,250 m² construídos3 quartos,"Rua Oliveira Fagundes, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",2.820
leste,80 m² construídos3 quartos,"Rua Marquês De Valença, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2.800
leste,55 m² construídos2 quartos,"Rua Curuena, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",2.200
leste,68 m² construídos3 quartos,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1.100
leste,110 m² construídos2 quartos,"Rua Barretos, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2.000
leste,63 m² construídos2 quartos,"Estrada Velha Da Penha, Tatuapé, São Paulo Zona Leste, São Paulo",1.500
leste,45 m² construídos2 quartos,"Avenida Hermilo Alves, Vila Ré, São Paulo Zona Leste, São Paulo",1.100
leste,130 m² construídos2 quartos,"Avenida Vila Ema, Vila Prudente, São Paulo Zona Leste, São Paulo",1.669
leste,75 m² construídos3 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",3.300
leste,240 m² construídos7 quartos,"Rua Domingos Menezes, Vila Libanesa, São Paulo Zona Leste, São Paulo",3.880
leste,64 m² construídos2 quartos,"Rua Augustin Luberti, Fazenda Da Juta, São Paulo Zona Leste, São Paulo",990
leste,89 m² construídos3 quartos,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.500
leste,120 m² construídos3 quartos,"Rua Miguel Venditi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.605
leste,70 m² construídos3 quartos,"Rua Ipanema, Moóca, São Paulo Zona Leste, São Paulo",2.700
leste,60 m² construídos2 quartos,"Rua Fidélis Papini, Vila Prudente, São Paulo Zona Leste, São Paulo",2.703
leste,120 m² construídos3 quartos,"Rua Farol Paulistano, Vila Oratório, São Paulo Zona Leste, São Paulo",3.300
leste,100 m² construídos2 quartos,"Rua Tatuacu, Jardim Record, São Paulo Zona Leste, São Paulo",2.910
leste,68 m² construídos2 quartos,"Rua Toledo Barbosa, Belenzinho, São Paulo Zona Leste, São Paulo",3.500
leste,119 m² construídos3 quartos,"Rua Francisco Otaviano, Moóca, São Paulo Zona Leste, São Paulo",5.500
leste,28 m² construídos1 quarto,"Rua Major Alberto Barbosa, Penha De Franca, São Paulo Zona Leste, São Paulo",1.750
leste,45 m² construídos2 quartos,"Rua Tapanhuma, Vila Mafra, São Paulo Zona Leste, São Paulo",1.550
leste,48 m² construídos2 quartos,"Rua Catumbi, Catumbi, São Paulo Zona Leste, São Paulo",2.100
leste,54 m² construídos2 quartos,"Rua Mercedes Lopes, Vila Santana, São Paulo Zona Leste, São Paulo",1.460
leste,79 m² construídos3 quartos,"Rua Marquês De Valença, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2.970
leste,23 m² construídos1 quarto,"Rua Santa Maria Do Cambuca, Vila Tolstoi, São Paulo Zona Leste, São Paulo",900
leste,53 m² construídos2 quartos,"Rua Arnaldo Cintra, Vila Moreira, São Paulo Zona Leste, São Paulo",1.522
leste,24 m² construídos1 quarto,"Rua Santa Maria Do Cambucá, Vila Tolstoi, São Paulo Zona Leste, São Paulo",800
leste,24 m² construídos1 quarto,"Rua Santa Maria Do Cambucá, Vila Tolstoi, São Paulo Zona Leste, São Paulo",800
leste,68 m² construídos2 quartos,"Rua Belém De São Francisco, Vila Paranaguá, São Paulo Zona Leste, São Paulo",1.200
leste,50 m² construídos1 quarto,"Rua Luiz De Almeida Fernandes, Itaquera, São Paulo Zona Leste, São Paulo",918
leste,213 m² construídos3 quartos,"Rua Sábbado D’angelo, Itaquera, São Paulo Zona Leste, São Paulo",1.836
leste,70 m² construídos2 quartos,"Rua Doutor Laérte Setúbal, Lajeado, São Paulo Zona Leste, São Paulo",2.600
leste,90 m² construídos3 quartos,"Rua Santa Lúcia, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",2.700
leste,190 m² construídos1 quarto,"Rua Betari, Penha De Franca, São Paulo Zona Leste, São Paulo",2.300
leste,49 m² construídos2 quartos,"Rua Francisco Rossano, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",1.100
leste,57 m² construídos2 quartos,"Rua Ilansa, Vila Prudente, São Paulo Zona Leste, São Paulo",2.350
leste,45 m² construídos2 quartos,"Avenida Doutor Francisco Mesquita, Jardim Ibitirama, São Paulo Zona Leste, São Paulo",1.800
leste,33 m² construídos1 quarto,"Rua Ilansa, Vila Prudente, São Paulo Zona Leste, São Paulo",1.700
leste,330 m² construídos3 quartos,"Rua Rogerio Giorgi, Vila Carrão, São Paulo Zona Leste, São Paulo",3.200
leste,50 m² construídos2 quartos,"Rua Mandaguaí, Vila Ré, São Paulo Zona Leste, São Paulo",1.300
leste,60 m² construídos1 quarto,"Rua Barão De Monte Santo, Moóca, São Paulo Zona Leste, São Paulo",1.300
leste,50 m² construídos1 quarto,"Rua Aperuá, Burgo Paulista, São Paulo Zona Leste, São Paulo",800
leste,44 m² construídos2 quartos,"Rua Boipevaçu, Cidade Antônio Estevão De Carvalho, São Paulo Zona Leste, São Paulo",1.400
leste,40 m² construídos1 quarto,"Rua Guaxupé, Vila Formosa, São Paulo Zona Leste, São Paulo",980
leste,200 m² construídos1 quarto,"Rua Tuiuti, Tatuapé, São Paulo Zona Leste, São Paulo",6.000
leste,82 m² construídos2 quartos,"Rua Antônio Baião, Vila Santa Clara, São Paulo Zona Leste, São Paulo",2.200
leste,45 m² construídos1 quarto,"Rua Aperuá, Burgo Paulista, São Paulo Zona Leste, São Paulo",750
leste,164 m² construídos3 quartos,"Rua Sertões De Cratéus, Vila Invernada, São Paulo Zona Leste, São Paulo",3.200
leste,50 m² construídos2 quartos,"Rua Picinguaba, Vila Santa Isabel, São Paulo Zona Leste, São Paulo",1.100
leste,78 m² construídos3 quartos,"Serra Do Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.300
leste,77 m² construídos3 quartos,"Avenida Marcondes De Brito, Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",3.000
leste,75 m² construídos2 quartos,"Rua Ivaí, Tatuapé, São Paulo Zona Leste, São Paulo",3.500
leste,49 m² construídos2 quartos,"Rua Imbacal, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.312
leste,56 m² construídos2 quartos,"Avenida Tarumã, Vila Pierina, São Paulo Zona Leste, São Paulo",1.300
leste,70 m² construídos2 quartos,"Rua Fidélis Papini, Vila Prudente, São Paulo Zona Leste, São Paulo",3.000
leste,44 m² construídos1 quarto,"Avenida Duque De Caxias, Jardim Santa Adélia, São Paulo Zona Leste, São Paulo",1.400
leste,180 m² construídos3 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",2.800
leste,48 m² construídos2 quartos,"Avenida Antônio Diogo, Vila Ré, São Paulo Zona Leste, São Paulo",1.200
leste,47 m² construídos2 quartos,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",1.300
leste,140 m² construídos4 quartos,"Avenida João Xxiii, Vila Formosa, São Paulo Zona Leste, São Paulo",5.300
leste,26 m² construídos1 quarto,"Rua Cândido Vale, Tatuapé, São Paulo Zona Leste, São Paulo",1.900
leste,250 m² construídos3 quartos,"Rua Oliveira Fagundes, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",2.958
leste,80 m² construídos2 quartos,"Avenida Álvaro Ramos, Quarta Parada, São Paulo Zona Leste, São Paulo",1.780
leste,70 m² construídos1 quarto,"Rua Trapicheiro, Vila Carrão, São Paulo Zona Leste, São Paulo",1.700
leste,35 m² construídos1 quarto,"Rua Victoria Simionato, Vila Paranaguá, São Paulo Zona Leste, São Paulo",2.910
leste,56 m² construídos2 quartos,"Rua Nova Palmeira, Vila Silvia, São Paulo Zona Leste, São Paulo",1.940
leste,32 m² construídos1 quarto,"Rua Catumbi, Catumbi, São Paulo Zona Leste, São Paulo",1.648
leste,180 m² construídos2 quartos,"Rua Francisco Chiarelli, Parque Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",2.530
leste,52 m² construídos1 quarto,"Rua Borges De Figueiredo, Moóca, São Paulo Zona Leste, São Paulo",2.300
leste,240 m² construídos3 quartos,"Rua Dos Povoadores, Vila Antonina, São Paulo Zona Leste, São Paulo",4.370
leste,40 m² construídos2 quartos,"Rua Francisco Rossano, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",1.300
leste,40 m² construídos1 quarto,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",2.500
leste,55 m² construídos2 quartos,"Avenida Condessa Elisabeth De Robiano, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",1.780
leste,175 m² construídos3 quartos,"Rua Renato Katsuya Sato, Parque Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",3.750
leste,122 m² construídos3 quartos,"Rua Tobias Barreto, Alto Da Mooca, São Paulo Zona Leste, São Paulo",3.270
leste,50 m² construídos2 quartos,"Rua Nossa Senhora Da Penha, Penha De Franca, São Paulo Zona Leste, São Paulo",1.533
leste,55 m² construídos1 quarto,"Rua Curupá, Moóca, São Paulo Zona Leste, São Paulo",1.451
leste,40 m² construídos1 quarto,"Rua Piancó, Vila Prudente, São Paulo Zona Leste, São Paulo",1.050
leste,36 m² construídos1 quarto,"Rua Gaspar Rodrigues, Chácara Mafalda, São Paulo Zona Leste, São Paulo",950
leste,90 m² construídos2 quartos,"Rua Sampei Sato, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",1.100
leste,43 m² construídos2 quartos,"Rua Maria Santana, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",1.100
leste,160 m² construídos1 quarto,"Rua Betari, Penha De Franca, São Paulo Zona Leste, São Paulo",2.300
leste,45 m² construídos2 quartos,"R Tapanhuma, Vila Mafra, São Paulo Zona Leste, São Paulo",1.400
leste,43 m² construídos2 quartos,"R Tapanhuma, Vila Mafra, São Paulo Zona Leste, São Paulo",1.200
leste,40 m² construídos2 quartos,"Rua José Guimarães 7, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",750
leste,100 m² construídos2 quartos,"Travessa Maria Pinto Labiapari, Vila Verde, São Paulo Zona Leste, São Paulo",824
leste,57 m² construídos2 quartos,"Rua Maria Daffre, 155, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.000
leste,30 m² construídos1 quarto,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.000
leste,50 m² construídos2 quartos,"Rua Antônio Moura Andrade, Itaquera, São Paulo Zona Leste, São Paulo",1.000
leste,51 m² construídos2 quartos,"Vila Macedópolis, São Paulo Zona Leste, São Paulo",1.600
leste,47 m² construídos2 quartos,"Rua Doutor Rodrigo Pereira Barreto, Itaquera, São Paulo Zona Leste, São Paulo",694
leste,65 m² construídos2 quartos,"Rua Serra De São Domingos, Vila Carmosina, São Paulo Zona Leste, São Paulo",1.208
leste,108 m² construídos3 quartos,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.200
leste,75 m² construídos3 quartos,"Vila Matilde, São Paulo Zona Leste, São Paulo",2.200
leste,125 m² construídos3 quartos,"São Miguel Paulista, São Paulo Zona Leste, São Paulo",1.800
leste,115 m² construídos3 quartos,"Belenzinho, São Paulo Zona Leste, São Paulo",2.300
leste,156 m² construídos,"Rua José Gonçalves Galeão,
                93., Jardim Avelino, São Paulo Zona Leste, São Paulo",6.000
leste,44 m² construídos2 quartos,"Rua Pedro Maciel, São Miguel Paulista, São Paulo Zona Leste, São Paulo",800
leste,47 m² construídos2 quartos,"Rua Henrique Sertório,
                564, Tatuapé, São Paulo Zona Leste, São Paulo",3.500
leste,44 m² construídos2 quartos,"Avenida Sousa Bandeira, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.100
leste,67 m² construídos2 quartos,"Avenida Manoel Dos Santos Braga, Vila Robertina, São Paulo Zona Leste, São Paulo",1.600
leste,28 m² construídos1 quarto,"Catumbi, São Paulo Zona Leste, São Paulo",1.200
leste,50 m² construídos2 quartos,"Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",1.200
leste,70 m² construídos2 quartos,"Rua José Manso, Vila Matilde, São Paulo Zona Leste, São Paulo",1.650
leste,65 m² construídos2 quartos,"Avenida Casa Grande, Vila Cunha Bueno, São Paulo Zona Leste, São Paulo",1.400
leste,74 m² construídos2 quartos,"Rua Serra De Botucatu, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.800
leste,50 m² construídos2 quartos,"Rua Visconde De Parnaíba 1461, Moóca, São Paulo Zona Leste, São Paulo",1.500
leste,73 m² construídos2 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.317
leste,48 m² construídos2 quartos,"Rua Ponte Serrada, Itaquera, São Paulo Zona Leste, São Paulo",1.320
leste,35 m² construídos1 quarto,"Avenida Doutor Francisco Mesquita, Jardim Ibitirama, São Paulo Zona Leste, São Paulo",1.050
leste,164 m² construídos3 quartos,"Rua Jumana, Moóca, São Paulo Zona Leste, São Paulo",2.550
leste,71 m² construídos2 quartos,"Rua Templários, Vila Formosa, São Paulo Zona Leste, São Paulo",2.200
leste,128 m² construídos3 quartos,"Rua Nhandeara, Vila Carrão, São Paulo Zona Leste, São Paulo",2.380
leste,67 m² construídos3 quartos,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.200
leste,54 m² construídos2 quartos,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.200
leste,35 m² construídos1 quarto,"Rua Ricardo Butarello, Vila Santa Inês, São Paulo Zona Leste, São Paulo",700
leste,80 m² construídos2 quartos,"Rua Eugênia De Guerin, Jardim Sapopemba, São Paulo Zona Leste, São Paulo",1.500
leste,385 m² construídos4 quartos,"Rua Iolanda, Moóca, São Paulo Zona Leste, São Paulo",3.900
leste,50 m² construídos1 quarto,"Rua Demétrio Ribeiro, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1.100
leste,69 m² construídos2 quartos,"Rua Damiana  64, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",1.400
leste,40 m² construídos1 quarto,"Rua Santa Cruz Do Piauí, Itaquera, São Paulo Zona Leste, São Paulo",1.000
leste,60 m² construídos3 quartos,"Avenida Ajarani, Cidade Patriarca, São Paulo Zona Leste, São Paulo",1.320
leste,35 m² construídos2 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.000
leste,50 m² construídos2 quartos,"Rua Das Lobélias, Vila Bela, São Paulo Zona Leste, São Paulo",1.450
leste,25 m² construídos1 quarto,"Rua Acesita, Parque Císper, São Paulo Zona Leste, São Paulo",750
leste,30 m² construídos1 quarto,"Rua Rubéns Rodrigues Dos Santos, Jardim Belém, São Paulo Zona Leste, São Paulo",550
leste,55 m² construídos2 quartos,"Rua Virgínia De Miranda, Jardim Norma, São Paulo Zona Leste, São Paulo",1.630
leste,68 m² construídos3 quartos,"Rua Crubixá, Vila Araguaia, São Paulo Zona Leste, São Paulo",1.350
leste,151 m² construídos3 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",6.000
leste,45 m² construídos1 quarto,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",1.200
leste,52 m² construídos2 quartos,"Freguesia De Poiares 238, Itaquera, São Paulo Zona Leste, São Paulo",1.200
leste,30 m² construídos1 quarto,"Rua Ipanema, Moóca, São Paulo Zona Leste, São Paulo",1.100
leste,79 m² construídos3 quartos,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",2.500
leste,200 m² construídos4 quartos,"Rua Anália Franco, 15, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",6.000
leste,49 m² construídos2 quartos,"Rua Morubixaba 440, Cidade Líder, São Paulo Zona Leste, São Paulo",1.400
leste,39 m² construídos1 quarto,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",2.300
leste,45 m² construídos1 quarto,"Avenida Mendonça Drumond, Jardim Maringá, São Paulo Zona Leste, São Paulo",870
leste,38 m² construídos2 quartos,"Rua Manuel Ribas, Vila Campanela, São Paulo Zona Leste, São Paulo",1.260
leste,49 m² construídos2 quartos,"Rua Santo Henrique 1028, Vila Ré, São Paulo Zona Leste, São Paulo",1.200
leste,60 m² construídos2 quartos,"Rua Alves De Almeida, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.500
leste,98 m² construídos3 quartos,"Rua Curupace, Moóca, São Paulo Zona Leste, São Paulo",1.650
leste,35 m² construídos1 quarto,"Rua Teodoro Lorencini, Jardim Maringá, São Paulo Zona Leste, São Paulo",1.081
leste,38 m² construídos2 quartos,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",950
leste,52 m² construídos2 quartos,"Rua Doutor Jaci Barbosa, Vila Carrão, São Paulo Zona Leste, São Paulo",1.400
leste,80 m² construídos2 quartos,"Avenida Gabriela Mistral, Penha De Franca, São Paulo Zona Leste, São Paulo",1.400
leste,48 m² construídos1 quarto,"Avenida Paes De Barros, Moóca, São Paulo Zona Leste, São Paulo",1.278
leste,60 m² construídos1 quarto,"Rua Pirambóia, Vila Carrão, São Paulo Zona Leste, São Paulo",1.200
leste,15 m² construídos1 quarto,"Rua Rocha Fraga, Cangaíba, São Paulo Zona Leste, São Paulo",660
leste,50 m² construídos1 quarto,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1.900
leste,60 m² construídos2 quartos,"Rua Jácome Téles De Menezes, Jardim Penha, São Paulo Zona Leste, São Paulo",1.100
leste,72 m² construídos3 quartos,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1.500
leste,260 m² construídos3 quartos,"Rua Apucarana, Tatuapé, São Paulo Zona Leste, São Paulo",5.100
leste,70 m² construídos1 quarto,"Rua Renato Katsuya Sato, Parque Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",770
leste,85 m² construídos3 quartos,"Rua João Antônio De Oliveira, Moóca, São Paulo Zona Leste, São Paulo",5.000
leste,50 m² construídos1 quarto,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",824
leste,60 m² construídos1 quarto,"Rua Itanhaua, Vila Paranaguá, São Paulo Zona Leste, São Paulo",950
leste,65 m² construídos1 quarto,"Rua Rio Farias, Vila Jacuí, São Paulo Zona Leste, São Paulo",1.000
leste,34 m² construídos1 quarto,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",2.000
leste,51 m² construídos1 quarto,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1.150
leste,112 m² construídos1 quarto,"Rua Maria Farneti, Jardim São Roberto, São Paulo Zona Leste, São Paulo",1.020
leste,42 m² construídos2 quartos,"Avenida Doutor Francisco Mesquita, Vila Prudente, São Paulo Zona Leste, São Paulo",1.400
leste,30 m² construídos1 quarto,"Rua Pedra Lavrada, Parque Císper, São Paulo Zona Leste, São Paulo",730
leste,57 m² construídos1 quarto,"Rua Almadina, Itaquera, São Paulo Zona Leste, São Paulo",1.400
leste,65 m² construídos2 quartos,"Rua Barão De Itamaracá, Vila Carrão, São Paulo Zona Leste, São Paulo",1.200
leste,47 m² construídos2 quartos,"Avenida Doutor Assis Ribeiro, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",1.100
leste,58 m² construídos2 quartos,"Rua Coronel Bento Píres, Moóca, São Paulo Zona Leste, São Paulo",1.580
leste,42 m² construídos1 quarto,"Rua Isaura Vergueiro Naufel, Vila Nhocune, São Paulo Zona Leste, São Paulo",900
leste,32 m² construídos1 quarto,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1.300
leste,40 m² construídos2 quartos,"Rua Castelo Do Piauí, Itaquera, São Paulo Zona Leste, São Paulo",1.100
leste,86 m² construídos2 quartos,"Rua Teresina, Vila Bertioga, São Paulo Zona Leste, São Paulo",2.710
leste,36 m² construídos1 quarto,"Rua Waldomiro Fonseca, Vila Regina ( Zona Leste), São Paulo Zona Leste, São Paulo",850
leste,60 m² construídos1 quarto,"Rua Demetrio Levedis, Jardim Castelo, São Paulo Zona Leste, São Paulo",1.000
leste,28 m² construídos1 quarto,"Rua Iguara, Vila Alpina, São Paulo Zona Leste, São Paulo",1.380
leste,26 m² construídos1 quarto,"Rua Cândido Vale, Tatuapé, São Paulo Zona Leste, São Paulo",1.700
leste,100 m² construídos2 quartos,"Rua Francisco Marengo, Tatuapé, São Paulo Zona Leste, São Paulo",2.500
leste,57 m² construídos2 quartos,"Rua Serra De Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.650
leste,55 m² construídos2 quartos,"Rua Ariti, Vila Rui Barbosa, São Paulo Zona Leste, São Paulo",960
leste,56 m² construídos2 quartos,"Rua Peixoto, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.750
leste,140 m² construídos3 quartos,"Rua Palmeira D#39oeste, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",3.010
